species	gff_upmost_parent	gene_name	aliases	feature_type	description	Scerevisiae_orthologs	start	end	gene_length	chromosome	orthofinder_orthocluster	GOterms	GOterms_cgdCurated
Candida_glabrata	CAGL0H02101g		CAGL-IPF5854|CAGL-CDS5062.1|CAG59819.1	ORF|Uncharacterized	Ortholog(s) have role in RNA metabolic process and fungal biofilm matrix localization	RTC3	185982	186597	615	ChrH_C_glabrata_CBS138	OG0003355	{'GO:0016070', 'GO:0003674', 'GO:0062040'}	{'GO:0016070', 'GO:0003674', 'GO:0062040'}
Candida_glabrata	CAGL0H02123g		CAGL-IPF5856|CAGL-CDS1741.1|CAG59820.1	ORF|Uncharacterized	Ortholog(s) have role in mRNA splice site selection, positive regulation of mRNA splicing, via spliceosome and U1 snRNP, U2-type prespliceosome, cytoplasm localization	NAM8	188454	190121	1667	ChrH_C_glabrata_CBS138	OG0002773	{'GO:0005737', 'GO:0003676', 'GO:0005685', 'GO:0048026', 'GO:0000166', 'GO:0071004', 'GO:0006376'}	{'GO:0005737', 'GO:0005685', 'GO:0048026', 'GO:0000166', 'GO:0071004', 'GO:0006376'}
Candida_glabrata	CAGL0H02145g		CAGL-IPF5859|CAGL-CDS1358.1|CAG59821.1	ORF|Uncharacterized	Ortholog(s) have DNA binding, DNA-binding transcription factor activity	STE12	190804	192690	1886	ChrH_C_glabrata_CBS138	OG0000628	{'GO:1990527', 'GO:1900445', 'GO:0036170', 'GO:1900436', 'GO:0003700', 'GO:0044011', 'GO:0006012', 'GO:1900231', 'GO:0006355', 'GO:0001403', 'GO:0007165', 'GO:0031505', 'GO:0044114', 'GO:1900461', 'GO:1990526', 'GO:0009267', 'GO:0007329', 'GO:0003677', 'GO:0020012', 'GO:0046020', 'GO:0007124', 'GO:0005634', 'GO:1990277', 'GO:0009405', 'GO:0036180', 'GO:0005654'}	{'GO:1990527', 'GO:1900445', 'GO:1900436', 'GO:0036170', 'GO:0003700', 'GO:0044011', 'GO:0006012', 'GO:1900231', 'GO:0001403', 'GO:0007165', 'GO:0031505', 'GO:0044114', 'GO:1900461', 'GO:1990526', 'GO:0009267', 'GO:0007329', 'GO:0003677', 'GO:0020012', 'GO:0046020', 'GO:0007124', 'GO:1990277', 'GO:0009405', 'GO:0036180', 'GO:0005654'}
Candida_glabrata	CAGL0H02167g		CAGL-IPF5861|CAGL-CDS3283.1|CAG59822.1	ORF|Uncharacterized	Ortholog(s) have role in mitochondrial outer membrane translocase complex assembly, protein import into mitochondrial outer membrane and mitochondrial sorting and assembly machinery complex localization	SAM35	196368	197947	1579	ChrH_C_glabrata_CBS138	OG0006448	{'GO:0045040', 'GO:0003674', 'GO:0070096', 'GO:0001401'}	{'GO:0045040', 'GO:0003674', 'GO:0070096', 'GO:0001401'}
Candida_glabrata	CAGL0H02189g		CAGL-IPF5862|CAGL-CDS4469.1|CAG59823.1	ORF|Uncharacterized	Ortholog(s) have role in ribosomal small subunit biogenesis and nucleolus localization	TMA23	198824	199747	923	ChrH_C_glabrata_CBS138	OG0003263	{'GO:0005730', 'GO:0042274', 'GO:0003674'}	{'GO:0005730', 'GO:0042274', 'GO:0003674'}
Candida_glabrata	CAGL0H02211g		CAGL-IPF5863|CAGL-CDS2890.1|CAG59824.1	ORF|Uncharacterized	Ortholog(s) have U6 snRNA binding activity, role in spliceosomal complex assembly, spliceosomal tri-snRNP complex assembly and U6 snRNP localization	PRP24	199426	201497	2071	ChrH_C_glabrata_CBS138	OG0002633	{'GO:0000245', 'GO:0003676', 'GO:0000244', 'GO:0005688', 'GO:0000166', 'GO:0017070'}	{'GO:0000245', 'GO:0000244', 'GO:0005688', 'GO:0000166', 'GO:0017070'}
Candida_glabrata	CAGL0H02233g		CAGL-IPF5864|CAGL-CDS3612.1|CAG59825.1	ORF|Uncharacterized	Ortholog(s) have inorganic diphosphatase activity, role in aerobic respiration and mitochondrion localization	PPA2	201238	202257	1019	ChrH_C_glabrata_CBS138	OG0000502	{'GO:0005739', 'GO:0005737', 'GO:0006796', 'GO:0004427', 'GO:0009060', 'GO:0000287'}	{'GO:0005739', 'GO:0006796', 'GO:0004427', 'GO:0009060', 'GO:0000287'}
Candida_glabrata	CAGL0H02255g		CAGL-IPF5866|CAGL-CDS0573.1|CAG59826.1	ORF|Uncharacterized	Ortholog(s) have role in Golgi to plasma membrane transport and membrane localization	RSN1	202361	205407	3046	ChrH_C_glabrata_CBS138	OG0003498	{'GO:0016020', 'GO:0006893', 'GO:0003674', 'GO:0005227'}	{'GO:0016020', 'GO:0006893', 'GO:0003674'}
Candida_glabrata	CAGL0H02277g		CAGL-IPF5867|CAGL-CDS5124.1|CAG59827.1	ORF|Uncharacterized	Protein of unknown function		206023	206397	374	ChrH_C_glabrata_CBS138	OG0006958	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H02299g		CAGL-IPF5868|CAGL-CDS2261.1|CAG59828.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YMR265C and Saccharomyces cerevisiae S288C : YMR265C	YMR265C	205100	209322	4222	ChrH_C_glabrata_CBS138	OG0006745	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H02321g		CAGL-IPF5869|CAGL-CDS4425.1|CAG59829.1	ORF|Uncharacterized	Ortholog(s) have ubiquitin binding, ubiquitin-protein transferase activator activity and role in establishment of protein localization to endoplasmic reticulum membrane, ubiquitin-dependent ERAD pathway	CUE1	208388	209117	729	ChrH_C_glabrata_CBS138	OG0001907	{'GO:0043130', 'GO:0030433', 'GO:0097027', 'GO:0030176', 'GO:0000839', 'GO:0000837', 'GO:0097051'}	{'GO:0043130', 'GO:0030433', 'GO:0097027', 'GO:0030176', 'GO:0000839', 'GO:0000837', 'GO:0097051'}
Candida_glabrata	CAGL0H02343g		CAGL-IPF5870|CAG59830.1	ORF|Uncharacterized	Ortholog(s) have histone deacetylase activity	SAP30	209347	210147	800	ChrH_C_glabrata_CBS138	OG0002569	{'GO:0061186', 'GO:2000219', 'GO:0061408', 'GO:0031939', 'GO:0016479', 'GO:0005515', 'GO:0061188', 'GO:0033698', 'GO:0004407'}	{'GO:0061186', 'GO:2000219', 'GO:0061408', 'GO:0031939', 'GO:0016479', 'GO:0061188', 'GO:0033698', 'GO:0004407'}
Candida_glabrata	CAGL0H02365g		CAGL-IPF5871|CAGL-CDS3613.1|CAG59831.1	ORF|Uncharacterized	Has domain(s) with predicted endodeoxyribonuclease activity, producing 5'-phosphomonoesters activity	YMR262W	210167	211411	1244	ChrH_C_glabrata_CBS138	OG0001709	{'GO:0005575', 'GO:0016788', 'GO:0016888', 'GO:0008150'}	{'GO:0005575', 'GO:0016888', 'GO:0008150'}
Candida_glabrata	CAGL0H02387g		CAGL-IPF8736|CAGL-CDS0302.1|CAG59832.1	ORF|Uncharacterized	Putative trehalose-6-phosphate synthase/phosphatase subunit; gene is upregulated in azole-resistant strain	TPS3	212036	215743	3707	ChrH_C_glabrata_CBS138	OG0000316	{'GO:0004805', 'GO:0005992', 'GO:0003824', 'GO:0005946', 'GO:0003825', 'GO:0030234'}	{'GO:0004805', 'GO:0005992', 'GO:0005946', 'GO:0003825', 'GO:0030234'}
Candida_glabrata	CAGL0H02409g		CAGL-IPF8737|CAGL-CDS4806.1|CAG59833.1	ORF|Uncharacterized	Ortholog(s) have RNA strand annealing activity, ribosomal small subunit binding, translation initiation factor activity, translation initiation factor binding activity	TIF11	215862	216568	706	ChrH_C_glabrata_CBS138	OG0003173	{'GO:0035690', 'GO:0031369', 'GO:0033592', 'GO:0001732', 'GO:0003723', 'GO:0003743', 'GO:0010494', 'GO:0043024', 'GO:0016282', 'GO:0001731', 'GO:0033290', 'GO:0006413'}	{'GO:0035690', 'GO:0031369', 'GO:0033592', 'GO:0001732', 'GO:0003743', 'GO:0010494', 'GO:0043024', 'GO:0016282', 'GO:0001731', 'GO:0033290'}
Candida_glabrata	CAGL0H02431g		CAGL-IPF8739|CAGL-CDS0139.1|CAG59834.1	ORF|Uncharacterized	Ortholog(s) have role in tRNA methylation	TRM732	216897	221238	4341	ChrH_C_glabrata_CBS138	OG0005069	{'GO:0005575', 'GO:0003674', 'GO:0030488'}	{'GO:0005575', 'GO:0003674', 'GO:0030488'}
Candida_glabrata	CAGL0H02453g		CAGL-IPF8740|CAGL-CDS1759.1|CAG59835.1	ORF|Uncharacterized	Ortholog(s) have GTPase inhibitor activity and role in endocytosis, negative regulation of GTPase activity, protein targeting to vacuole	ROY1	221367	223844	2477	ChrH_C_glabrata_CBS138	OG0002756	{'GO:0005095', 'GO:0034260', 'GO:0005575', 'GO:0006897', 'GO:0006623'}	{'GO:0005095', 'GO:0034260', 'GO:0005575', 'GO:0006897', 'GO:0006623'}
Candida_glabrata	CAGL0H02475g		CAGL-IPF8741|CAGL-CDS0809.1|CAG59836.1	ORF|Uncharacterized	Ortholog(s) have translation regulator activity, role in mitochondrial respiratory chain complex IV assembly, positive regulation of mitochondrial translation and mitochondrial inner membrane localization	PET111	224077	226485	2408	ChrH_C_glabrata_CBS138	OG0007060	{'GO:0045182', 'GO:0033617', 'GO:0070131', 'GO:0005743'}	{'GO:0045182', 'GO:0033617', 'GO:0070131', 'GO:0005743'}
Candida_glabrata	CAGL0H02491g		CAGL-IPF13442|CAR57987.1	ORF|Uncharacterized	Ortholog(s) have cytochrome-c oxidase activity, role in mitochondrial electron transport, cytochrome c to oxygen and plasma membrane localization	COX7	227288	227473	185	ChrH_C_glabrata_CBS138	OG0004790	{'GO:0006123', 'GO:0004129', 'GO:0005886'}	{'GO:0006123', 'GO:0004129', 'GO:0005886'}
Candida_glabrata	CAGL0H02497g		CAGL-IPF8743|CAGL-CDS4011.1|CAG59837.1	ORF|Uncharacterized	Ortholog(s) have role in mRNA export from nucleus and cytoplasm, nuclear pore localization	GFD1	226252	230861	4609	ChrH_C_glabrata_CBS138	OG0006479	{'GO:0005643', 'GO:0003674', 'GO:0006406', 'GO:0005737'}	{'GO:0005643', 'GO:0003674', 'GO:0006406', 'GO:0005737'}
Candida_glabrata	CAGL0H02519g		CAGL-IPF8745|CAGL-CDS2869.1|CAG59838.1	ORF|Uncharacterized	Has domain(s) with predicted integral component of membrane localization	YMR253C	229365	231728	2363	ChrH_C_glabrata_CBS138	OG0002209	{'GO:0016020', 'GO:0016021', 'GO:0003674', 'GO:0008150'}	{'GO:0016021', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H02541g		CAGL-IPF8746|CAGL-CDS5411.1|CAG59839.1	ORF|Uncharacterized	Ortholog of S. cerevisiae : YMR252C and Saccharomyces cerevisiae S288C : YMR252C	YMR252C	231364	231687	323	ChrH_C_glabrata_CBS138	OG0007006	{'GO:0005575', 'GO:0003674', 'GO:0008150'}	{'GO:0005575', 'GO:0003674', 'GO:0008150'}
Candida_glabrata	CAGL0H02563g		CAGL-IPF13439|CAG59840.1	ORF|Uncharacterized	Predicted GPI-linked protein	HOR7	231892	232068	176	ChrH_C_glabrata_CBS138	OG0006739	{'GO:0007009', 'GO:0003674', 'GO:0005886'}	{'GO:0007009', 'GO:0003674', 'GO:0005886'}
Candida_glabrata	CAGL0H02585g		CAGL-IPF8748|CAGL-CDS1539.1|CAG59841.1	ORF|Uncharacterized	Ortholog(s) have glutamate decarboxylase activity and role in cellular response to oxidative stress, glutamate catabolic process	GAD1	232974	234755	1781	ChrH_C_glabrata_CBS138	OG0000641	{'GO:0030170', 'GO:0016830', 'GO:0003824', 'GO:0034599', 'GO:0005575', 'GO:0006538', 'GO:0006536', 'GO:0004351', 'GO:0019752'}	{'GO:0030170', 'GO:0034599', 'GO:0005575', 'GO:0006538', 'GO:0004351'}
Candida_glabrata	CAGL0H02607g	SPE2	CAGL-IPF8749|CAGL-CDS2728.1|CAG59842.1	ORF|Uncharacterized	Ortholog(s) have adenosylmethionine decarboxylase activity and role in spermidine biosynthetic process, spermine biosynthetic process		235979	237537	1558	ChrH_C_glabrata_CBS138	OG0002764	{'GO:0005575', 'GO:0008295', 'GO:0004014', 'GO:0006597'}	{'GO:0005575', 'GO:0008295', 'GO:0004014', 'GO:0006597'}
Candida_glabrata	CAGL0H02629r	tA(AGC)3		tRNA|Uncharacterized	tRNA-Ala, predicted by tRNAscan-SE; AGC anticodon		238083	238155	72	ChrH_C_glabrata_CBS138		{'GO:0005575', 'GO:0033453', 'GO:0002182'}	{'GO:0005575', 'GO:0033453', 'GO:0002182'}
Candida_glabrata	CAGL0H02651g		CAGL-IPF8750|CAGL-CDS0093.1|CAG59843.1	ORF|Uncharacterized	Ortholog(s) have ribosomal large subunit binding, ubiquitin-protein transferase activity	RKR1	238323	243358	5035	ChrH_C_glabrata_CBS138	OG0000472	{'GO:1990116', 'GO:0005634', 'GO:0016567', 'GO:0072344', 'GO:0008270', 'GO:0043023', 'GO:0061630', 'GO:1990112', 'GO:0004842', 'GO:0006348'}	{'GO:1990116', 'GO:0005634', 'GO:0016567', 'GO:0072344', 'GO:0008270', 'GO:0043023', 'GO:1990112', 'GO:0004842', 'GO:0006348'}
Candida_glabrata	CAGL0H02673g		CAGL-IPF8751|CAGL-CDS3854.1|CAG59844.1	ORF|Uncharacterized	Ortholog(s) have role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and 90S preribosome, nucleolus localization	UTP30	243188	244227	1039	ChrH_C_glabrata_CBS138	OG0001925	{'GO:0005730', 'GO:0003735', 'GO:0003723', 'GO:0000462', 'GO:0030686', 'GO:0015934', 'GO:0006412'}	{'GO:0005730', 'GO:0003735', 'GO:0003723', 'GO:0000462', 'GO:0015934', 'GO:0030686', 'GO:0006412'}
Candida_glabrata	CAGL0H02695g		CAGL-IPF8752|CAGL-CDS1774.1|CAG59845.1	ORF|Uncharacterized	Ortholog(s) have glycogenin glucosyltransferase activity and role in glycogen biosynthetic process	GLG1	244294	246287	1993	ChrH_C_glabrata_CBS138	OG0000182	{'GO:0016757', 'GO:0008466', 'GO:0005978', 'GO:0005575'}	{'GO:0005575', 'GO:0008466', 'GO:0005978'}
Candida_glabrata	CAGL0H02717g		CAGL-IPF1980|CAGL-CDS4220.1|CAG59846.1	ORF|Uncharacterized	Ortholog(s) have pseudouridylate synthase activity, role in pseudouridine synthesis, rRNA modification and mitochondrion localization	PUS5	247227	248059	832	ChrH_C_glabrata_CBS138	OG0005211	{'GO:0005739', 'GO:0009451', 'GO:0001522', 'GO:0000154', 'GO:0003723', 'GO:0004730', 'GO:0009982'}	{'GO:0005739', 'GO:0001522', 'GO:0000154', 'GO:0003723', 'GO:0004730', 'GO:0009982'}
Candida_glabrata	CAGL0H02739g	MAS1	CAGL-IPF1979|CAGL-CDS2285.1|CAG59847.1	ORF|Uncharacterized	Ortholog(s) have metalloendopeptidase activity, role in protein processing involved in protein targeting to mitochondrion and mitochondrial processing peptidase complex localization	MAS1	248247	250076	1829	ChrH_C_glabrata_CBS138	OG0002744	{'GO:0006508', 'GO:0017087', 'GO:0006627', 'GO:0046872', 'GO:0004222'}	{'GO:0004222', 'GO:0046872', 'GO:0006627', 'GO:0017087'}
Candida_glabrata	CAGL0H02761r	tA(AGC)4		tRNA|Uncharacterized	tRNA-Ala, predicted by tRNAscan-SE; AGC anticodon		250359	250431	72	ChrH_C_glabrata_CBS138		{'GO:0005575', 'GO:0033453', 'GO:0002182'}	{'GO:0005575', 'GO:0033453', 'GO:0002182'}
Candida_glabrata	CAGL0H02783g		CAGL-IPF1977|CAGL-CDS0053.1|CAG59848.1	ORF|Uncharacterized	Ortholog(s) have rDNA binding activity, role in chromatin silencing at rDNA, nucleolus organization, regulation of exit from mitosis and RENT complex localization	NET1	250756	256730	5974	ChrH_C_glabrata_CBS138	OG0000419	{'GO:0000183', 'GO:0007000', 'GO:0030869', 'GO:0007096', 'GO:0000182'}	{'GO:0000183', 'GO:0007000', 'GO:0030869', 'GO:0007096', 'GO:0000182'}
Candida_glabrata	CAGL0H02805g		CAGL-IPF1974|CAGL-CDS0226.1|CAG59849.1	ORF|Uncharacterized	Ortholog(s) have ATPase activity, DNA binding, cohesin ATPase activity, protein kinase binding, topological DNA entrapment activity	SMC3	256427	260508	4081	ChrH_C_glabrata_CBS138	OG0001118	{'GO:0005524', 'GO:0019901', 'GO:0051276', 'GO:0051177', 'GO:0005694', 'GO:0030437', 'GO:0007131', 'GO:0005515', 'GO:1990414', 'GO:0016887', 'GO:0007130', 'GO:0034990', 'GO:0062022', 'GO:0071960', 'GO:0003677', 'GO:0000780', 'GO:0061776', 'GO:0061775'}	{'GO:0005524', 'GO:0019901', 'GO:0051177', 'GO:0030437', 'GO:0007131', 'GO:1990414', 'GO:0016887', 'GO:0007130', 'GO:0034990', 'GO:0062022', 'GO:0071960', 'GO:0003677', 'GO:0000780', 'GO:0061776', 'GO:0061775'}
Candida_glabrata	CAGL0H02827g		CAGL-IPF1972|CAGL-CDS1502.1|CAG59850.1	ORF|Uncharacterized	Ortholog(s) have chaperone binding, unfolded protein binding activity and role in karyogamy involved in conjugation with cellular fusion, protein folding in endoplasmic reticulum, ubiquitin-dependent ERAD pathway	JEM1	260705	263391	2686	ChrH_C_glabrata_CBS138	OG0006842	{'GO:0030433', 'GO:0005783', 'GO:0005515', 'GO:0000742', 'GO:0051087', 'GO:0034975', 'GO:0042175', 'GO:0051082'}	{'GO:0030433', 'GO:0005783', 'GO:0000742', 'GO:0051087', 'GO:0034975', 'GO:0042175', 'GO:0051082'}
Candida_glabrata	CAGL0H02849g		CAGL-IPF1970|CAGL-CDS4297.1|CAG59851.1	ORF|Uncharacterized	Ortholog(s) have role in double-strand break repair via break-induced replication, mitotic DNA replication and CMG complex, GINS complex, nuclear chromatin, replication fork protection complex localization	PSF2	262878	264109	1231	ChrH_C_glabrata_CBS138	OG0000827	{'GO:0031298', 'GO:0006260', 'GO:0003674', 'GO:0071162', 'GO:0005634', 'GO:0000727', 'GO:1902969', 'GO:0000811', 'GO:0000790'}	{'GO:0031298', 'GO:0003674', 'GO:0071162', 'GO:0000727', 'GO:1902969', 'GO:0000811', 'GO:0000790'}
Candida_glabrata	CAGL0H02871g		CAGL-IPF1969|CAGL-CDS1682.1|CAG59852.1	ORF|Uncharacterized	Ortholog(s) have acetyl-CoA:L-glutamate N-acetyltransferase activity, role in ornithine biosynthetic process and mitochondrial matrix, mitochondrial membrane localization	ARG2	264203	266233	2030	ChrH_C_glabrata_CBS138	OG0002947	{'GO:0004042', 'GO:0005759', 'GO:0031966', 'GO:0006592'}	{'GO:0004042', 'GO:0005759', 'GO:0031966', 'GO:0006592'}
Candida_glabrata	CAGL0H02893g		CAGL-IPF1968|CAGL-CDS0651.1|CAG59853.1	ORF|Uncharacterized	Has domain(s) with predicted deaminase activity and role in purine ribonucleoside monophosphate biosynthetic process	YJL070C	265900	269235	3335	ChrH_C_glabrata_CBS138	OG0000743	{'GO:0009168', 'GO:0003876', 'GO:0005575', 'GO:0032264', 'GO:0019239'}	{'GO:0005575', 'GO:0019239', 'GO:0009168'}
Candida_glabrata	CAGL0H02915r	tC(GCA)2		tRNA|Uncharacterized	tRNA-Cys, predicted by tRNAscan-SE; GCA anticodon		269346	269417	71	ChrH_C_glabrata_CBS138		{'GO:0005575', 'GO:0033414', 'GO:0002182'}	{'GO:0005575', 'GO:0033414', 'GO:0002182'}
Candida_glabrata	CAGL0H02937g		CAGL-IPF1967|CAGL-CDS1450.1|CAG59854.1	ORF|Uncharacterized	Ortholog(s) have role in endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA and LSU-rRNA), more	UTP18	269475	271561	2086	ChrH_C_glabrata_CBS138	OG0003143	{'GO:0003674', 'GO:0000447', 'GO:0032040', 'GO:0005515', 'GO:0000480', 'GO:0034388', 'GO:0000472'}	{'GO:0003674', 'GO:0000447', 'GO:0032040', 'GO:0000480', 'GO:0034388', 'GO:0000472'}
Candida_glabrata	CAGL0H02959g	TOS8	CAGL-IPF1963|CAGL-CDS3925.1|CAG59855.1	ORF|Uncharacterized	Ortholog(s) have chromatin binding activity, role in filamentous growth and nuclear chromatin localization	TOS8	273735	279932	6197	ChrH_C_glabrata_CBS138	OG0005361	{'GO:0003682', 'GO:0006355', 'GO:0003700', 'GO:0000790', 'GO:0030447', 'GO:0003677', 'GO:0043565'}	{'GO:0030447', 'GO:0003682', 'GO:0006355', 'GO:0003700', 'GO:0000790', 'GO:0043565'}
Candida_glabrata	CAGL0H02981r	tE(UUC)2	tE(TTC)2	tRNA|Uncharacterized	tRNA-Glu, predicted by tRNAscan-SE; UUC anticodon		279537	279608	71	ChrH_C_glabrata_CBS138		{'GO:0005575', 'GO:0002182', 'GO:0033459'}	{'GO:0005575', 'GO:0002182', 'GO:0033459'}
Candida_glabrata	CAGL0H03003g		CAGL-IPF1961|CAGL-CDS1561.1|CAG59856.1	ORF|Uncharacterized	Ortholog(s) have SNARE binding, unfolded protein binding activity	VPS45	279537	281790	2253	ChrH_C_glabrata_CBS138	OG0001490	{'GO:0005829', 'GO:0000139', 'GO:0005768', 'GO:0007035', 'GO:0019898', 'GO:0006904', 'GO:0000149', 'GO:0032258', 'GO:0006623', 'GO:0000011', 'GO:0006895', 'GO:0035543', 'GO:0031201', 'GO:0016192', 'GO:0048210', 'GO:0006896', 'GO:0051082'}	{'GO:0005829', 'GO:0000139', 'GO:0005768', 'GO:0007035', 'GO:0019898', 'GO:0006904', 'GO:0000149', 'GO:0032258', 'GO:0006623', 'GO:0000011', 'GO:0006895', 'GO:0035543', 'GO:0031201', 'GO:0048210', 'GO:0006896', 'GO:0051082'}
Candida_glabrata	CAGL0H03025g		CAGL-IPF1960|CAGL-CDS0334.1|CAG59857.1	ORF|Uncharacterized	Ortholog(s) have poly(A)-specific ribonuclease activity, role in nuclear-transcribed mRNA poly(A) tail shortening, postreplication repair and PAN complex localization	PAN2	281963	285527	3564	ChrH_C_glabrata_CBS138	OG0000443	{'GO:0000289', 'GO:0003676', 'GO:0004535', 'GO:0005515', 'GO:0006397', 'GO:0006301', 'GO:0031251'}	{'GO:0004535', 'GO:0006301', 'GO:0031251', 'GO:0000289'}
Candida_glabrata	CAGL0H03047g		CAGL-IPF1957|CAGL-CDS0966.1|CAG59858.1	ORF|Uncharacterized	Ortholog(s) have microtubule binding activity, role in mitotic spindle assembly checkpoint, protein localization to kinetochore, sister chromatid biorientation and condensed nuclear chromosome kinetochore, spindle pole body localization	SPC105	285827	288538	2711	ChrH_C_glabrata_CBS138	OG0006907	{'GO:0005816', 'GO:0034501', 'GO:0008017', 'GO:0031134', 'GO:0000778', 'GO:0007094'}	{'GO:0005816', 'GO:0034501', 'GO:0008017', 'GO:0031134', 'GO:0000778', 'GO:0007094'}
Candida_glabrata	CAGL0H03069g		CAGL-IPF1956|CAGL-CDS0200.1|CAG59859.1	ORF|Uncharacterized	Ortholog(s) have RNA binding, structural constituent of nuclear pore activity	NUP145	288627	292659	4032	ChrH_C_glabrata_CBS138	OG0001205	{'GO:0006409', 'GO:0034398', 'GO:0000973', 'GO:0031965', 'GO:0016973', 'GO:0036228', 'GO:0010389', 'GO:0045893', 'GO:0044613', 'GO:0034399', 'GO:0031080', 'GO:0006913', 'GO:0006302', 'GO:0035392', 'GO:0017056', 'GO:0003723', 'GO:0006607', 'GO:0005643', 'GO:0031081', 'GO:0046822'}	{'GO:0006409', 'GO:0034398', 'GO:0000973', 'GO:0031965', 'GO:0016973', 'GO:0036228', 'GO:0010389', 'GO:0045893', 'GO:0044613', 'GO:0034399', 'GO:0031080', 'GO:0006302', 'GO:0035392', 'GO:0003723', 'GO:0017056', 'GO:0006607', 'GO:0031081', 'GO:0046822'}
Candida_glabrata	CAGL0H03091g		CAGL-IPF1954|CAGL-CDS3290.1|CAG59860.1	ORF|Uncharacterized	Ortholog(s) have 4 iron, 4 sulfur cluster binding, ATPase activity, iron ion binding activity, role in iron-sulfur cluster assembly, tRNA wobble uridine modification and Nbp35-Cfd1 ATPase complex, nucleus localization	NBP35	292933	294047	1114	ChrH_C_glabrata_CBS138	OG0004800	{'GO:0005524', 'GO:0005506', 'GO:0005634', 'GO:0016887', 'GO:0002098', 'GO:0051539', 'GO:0016226', 'GO:0051536', 'GO:1904564'}	{'GO:0005506', 'GO:0005634', 'GO:0016887', 'GO:0002098', 'GO:0051539', 'GO:0016226', 'GO:1904564'}
Candida_glabrata	CAGL0H03113g		CAGL-IPF1951|CAGL-CDS3454.1|CAG59861.1	ORF|Uncharacterized	Ortholog(s) have chromatin binding activity, role in double-strand break repair via nonhomologous end joining and DNA ligase IV complex, nuclear chromatin localization	LIF1	293937	295762	1825	ChrH_C_glabrata_CBS138	OG0006862	{'GO:0003682', 'GO:0006303', 'GO:0006310', 'GO:0000790', 'GO:0003677', 'GO:0032807'}	{'GO:0003682', 'GO:0006303', 'GO:0006310', 'GO:0000790', 'GO:0003677', 'GO:0032807'}
Candida_glabrata	CAGL0H03135g	MFalpha	CAGL-IPF1949|CAGL-CDS4745.1|CAG59862.1	ORF|Uncharacterized	Mating pheromone alpha1 precursor	MF(ALPHA)2	295680	296159	479	ChrH_C_glabrata_CBS138	OG0006589	{'GO:0000750', 'GO:0005576', 'GO:1903135', 'GO:0007618', 'GO:0000772'}	{'GO:0000750', 'GO:0005576', 'GO:1903135', 'GO:0007618', 'GO:0000772'}
Candida_glabrata	CAGL0H03157g		CAGL-IPF1948|CAGL-CDS4827.1|CAG59863.1	ORF|Uncharacterized	Ortholog(s) have ubiquitin conjugating enzyme activity, ubiquitin-protein transferase activity and role in free ubiquitin chain polymerization, postreplication repair, protein K63-linked ubiquitination	MMS2	297238	297987	749	ChrH_C_glabrata_CBS138	OG0003657	{'GO:0061631', 'GO:0010994', 'GO:0006301', 'GO:0016881', 'GO:0005737', 'GO:0005634', 'GO:0004842', 'GO:0031371', 'GO:0070534', 'GO:0062040'}	{'GO:0061631', 'GO:0010994', 'GO:0006301', 'GO:0016881', 'GO:0005737', 'GO:0005634', 'GO:0004842', 'GO:0031371', 'GO:0070534', 'GO:0062040'}
Candida_glabrata	CAGL0H03179g		CAGL-IPF1947|CAGL-CDS1246.1|CAG59864.1	ORF|Uncharacterized	Ortholog(s) have protein-containing complex binding activity	MAD1	298097	300212	2115	ChrH_C_glabrata_CBS138	OG0001178	{'GO:0090268', 'GO:0044774', 'GO:0006913', 'GO:1901925', 'GO:0000778', 'GO:0044877', 'GO:0007094'}	{'GO:0090268', 'GO:0044774', 'GO:0006913', 'GO:1901925', 'GO:0000778', 'GO:0044877', 'GO:0007094'}
Candida_glabrata	CAGL0H03201g		CAGL-IPF1946|CAGL-CDS3947.1|CAG59865.1	ORF|Uncharacterized	Has domain(s) with predicted nucleic acid binding activity	LCL3	300277	301172	895	ChrH_C_glabrata_CBS138	OG0002815	{'GO:0005575', 'GO:0003676', 'GO:0008150'}	{'GO:0005575', 'GO:0003676', 'GO:0008150'}
Candida_glabrata	CAGL0H03223g		CAGL-IPF1944|CAGL-CDS1641.1|CAG59866.1	ORF|Uncharacterized	Ortholog(s) have O-acyltransferase activity	GUP1	301008	303093	2085	ChrH_C_glabrata_CBS138	OG0000929	{'GO:0009267', 'GO:0015793', 'GO:0005783', 'GO:0036170', 'GO:0008374', 'GO:0019563', 'GO:0036180', 'GO:0044011', 'GO:0006506', 'GO:0005886'}	{'GO:0009267', 'GO:0015793', 'GO:0005783', 'GO:0036170', 'GO:0008374', 'GO:0019563', 'GO:0036180', 'GO:0044011', 'GO:0006506', 'GO:0005886'}
